UseElemMap=true TriSplit=false TriInMesh=462 TotalEnergy=1.20829132930589e-02
$begin 'RefinePoints'
$end 'RefinePoints'
$begin 'RefineElems'
	RefineElem[5: 3.65000000000000e+02, 2.04000000000000e+02, 1.66000000000000e+02, 1.72000000000000e+02, 9.71650594960676e-12]
	RefineElem[5: 2.12000000000000e+02, 9.60000000000000e+01, 1.24000000000000e+02, 1.25000000000000e+02, 9.71468897700815e-12]
	RefineElem[5: 2.38000000000000e+02, 1.47000000000000e+02, 9.70000000000000e+01, 1.46000000000000e+02, 9.70371662891948e-12]
	RefineElem[5: 2.40000000000000e+02, 1.47000000000000e+02, 1.48000000000000e+02, 9.10000000000000e+01, 9.70177053658743e-12]
	RefineElem[5: 3.82000000000000e+02, 2.19000000000000e+02, 1.68000000000000e+02, 2.18000000000000e+02, 9.70090752027600e-12]
	RefineElem[5: 3.84000000000000e+02, 2.19000000000000e+02, 2.20000000000000e+02, 1.64000000000000e+02, 9.69900446067210e-12]
	RefineElem[5: 3.29000000000000e+02, 1.71000000000000e+02, 1.63000000000000e+02, 1.73000000000000e+02, 9.68587973317803e-12]
	RefineElem[5: 3.46000000000000e+02, 1.88000000000000e+02, 1.65000000000000e+02, 1.87000000000000e+02, 9.68493402619426e-12]
	RefineElem[5: 3.48000000000000e+02, 1.88000000000000e+02, 1.89000000000000e+02, 1.69000000000000e+02, 9.68413081546018e-12]
	RefineElem[5: 1.85000000000000e+02, 9.90000000000000e+01, 9.20000000000000e+01, 1.01000000000000e+02, 9.68395761312811e-12]
	RefineElem[5: 2.02000000000000e+02, 1.16000000000000e+02, 9.00000000000000e+01, 1.15000000000000e+02, 9.68337817850399e-12]
	RefineElem[5: 2.04000000000000e+02, 1.16000000000000e+02, 1.17000000000000e+02, 9.60000000000000e+01, 9.68187733069285e-12]
	RefineElem[5: 2.31000000000000e+02, 1.00000000000000e+02, 9.50000000000000e+01, 9.30000000000000e+01, 1.99238718897706e-12]
	RefineElem[5: 3.75000000000000e+02, 1.72000000000000e+02, 1.66000000000000e+02, 1.62000000000000e+02, 1.98165331570724e-12]
	RefineElem[5: 1.95000000000000e+02, 1.01000000000000e+02, 9.20000000000000e+01, 9.40000000000000e+01, 1.74527071108787e-12]
	RefineElem[5: 3.39000000000000e+02, 1.73000000000000e+02, 1.63000000000000e+02, 1.67000000000000e+02, 1.74487597163087e-12]
	RefineElem[5: 3.71000000000000e+02, 2.10000000000000e+02, 1.66000000000000e+02, 2.09000000000000e+02, 1.45771588781736e-12]
	RefineElem[5: 2.27000000000000e+02, 1.38000000000000e+02, 9.50000000000000e+01, 1.37000000000000e+02, 1.45258203861576e-12]
	RefineElem[5: 1.91000000000000e+02, 1.07000000000000e+02, 9.20000000000000e+01, 1.06000000000000e+02, 1.43512828715665e-12]
	RefineElem[5: 3.35000000000000e+02, 1.79000000000000e+02, 1.63000000000000e+02, 1.78000000000000e+02, 1.42843793926751e-12]
	RefineElem[5: 2.05000000000000e+02, 9.60000000000000e+01, 1.17000000000000e+02, 1.18000000000000e+02, 1.41047383851178e-12]
	RefineElem[5: 3.95000000000000e+02, 2.29000000000000e+02, 1.62000000000000e+02, 2.28000000000000e+02, 1.40470891905586e-12]
	RefineElem[5: 3.49000000000000e+02, 1.69000000000000e+02, 1.89000000000000e+02, 1.90000000000000e+02, 1.40282289506161e-12]
	RefineElem[5: 2.01000000000000e+02, 9.00000000000000e+01, 1.14000000000000e+02, 1.15000000000000e+02, 1.40233166686663e-12]
	RefineElem[5: 2.51000000000000e+02, 1.57000000000000e+02, 9.30000000000000e+01, 1.56000000000000e+02, 1.39965484745545e-12]
	RefineElem[5: 1.96000000000000e+02, 1.10000000000000e+02, 9.00000000000000e+01, 1.09000000000000e+02, 1.39766639174077e-12]
	RefineElem[5: 3.76000000000000e+02, 2.13000000000000e+02, 1.68000000000000e+02, 2.12000000000000e+02, 1.39608023667914e-12]
	RefineElem[5: 3.45000000000000e+02, 1.65000000000000e+02, 1.86000000000000e+02, 1.87000000000000e+02, 1.39406616321810e-12]
	RefineElem[5: 3.40000000000000e+02, 1.82000000000000e+02, 1.65000000000000e+02, 1.81000000000000e+02, 1.39081216341314e-12]
	RefineElem[5: 2.32000000000000e+02, 1.41000000000000e+02, 9.70000000000000e+01, 1.40000000000000e+02, 1.39056269430762e-12]
	RefineElem[5: 3.85000000000000e+02, 1.64000000000000e+02, 2.20000000000000e+02, 2.21000000000000e+02, 1.38658968918905e-12]
	RefineElem[5: 2.11000000000000e+02, 1.23000000000000e+02, 1.24000000000000e+02, 9.60000000000000e+01, 1.38584498952243e-12]
	RefineElem[5: 2.15000000000000e+02, 1.27000000000000e+02, 9.40000000000000e+01, 1.26000000000000e+02, 1.38360890861088e-12]
	RefineElem[5: 2.41000000000000e+02, 9.10000000000000e+01, 1.48000000000000e+02, 1.49000000000000e+02, 1.38036094885404e-12]
	RefineElem[5: 3.91000000000000e+02, 2.25000000000000e+02, 2.26000000000000e+02, 1.64000000000000e+02, 1.37974161679389e-12]
	RefineElem[5: 3.55000000000000e+02, 1.95000000000000e+02, 1.96000000000000e+02, 1.69000000000000e+02, 1.37869952219023e-12]
	RefineElem[5: 3.59000000000000e+02, 1.99000000000000e+02, 1.67000000000000e+02, 1.98000000000000e+02, 1.37695707506987e-12]
	RefineElem[5: 3.81000000000000e+02, 1.68000000000000e+02, 2.17000000000000e+02, 2.18000000000000e+02, 1.37490846172874e-12]
	RefineElem[5: 2.47000000000000e+02, 1.53000000000000e+02, 1.54000000000000e+02, 9.10000000000000e+01, 1.37469691975898e-12]
	RefineElem[5: 2.37000000000000e+02, 9.70000000000000e+01, 1.45000000000000e+02, 1.46000000000000e+02, 1.36929814304468e-12]
	RefineElem[5: 3.66000000000000e+02, 2.04000000000000e+02, 2.05000000000000e+02, 1.66000000000000e+02, 1.12088058840528e-12]
	RefineElem[5: 1.86000000000000e+02, 9.90000000000000e+01, 1.02000000000000e+02, 9.20000000000000e+01, 1.12001874884702e-12]
	RefineElem[5: 2.22000000000000e+02, 1.32000000000000e+02, 1.33000000000000e+02, 9.50000000000000e+01, 1.11604104215867e-12]
	RefineElem[5: 3.30000000000000e+02, 1.71000000000000e+02, 1.74000000000000e+02, 1.63000000000000e+02, 1.11336717592477e-12]
	RefineElem[5: 2.20000000000000e+02, 9.40000000000000e+01, 1.31000000000000e+02, 1.21000000000000e+02, 1.01091799238383e-12]
	RefineElem[5: 4.00000000000000e+02, 1.62000000000000e+02, 2.33000000000000e+02, 1.70000000000000e+02, 1.00670907787365e-12]
	RefineElem[5: 3.64000000000000e+02, 1.67000000000000e+02, 2.03000000000000e+02, 1.93000000000000e+02, 1.00441991569212e-12]
	RefineElem[5: 2.56000000000000e+02, 9.30000000000000e+01, 1.61000000000000e+02, 9.80000000000000e+01, 1.00166758007661e-12]
	RefineElem[5: 2.29000000000000e+02, 9.50000000000000e+01, 1.39000000000000e+02, 9.70000000000000e+01, 3.84370579660697e-13]
	RefineElem[5: 3.73000000000000e+02, 1.66000000000000e+02, 2.11000000000000e+02, 1.68000000000000e+02, 3.78588233287568e-13]
	RefineElem[5: 3.37000000000000e+02, 1.63000000000000e+02, 1.80000000000000e+02, 1.65000000000000e+02, 1.21437154646700e-13]
	RefineElem[5: 1.93000000000000e+02, 9.20000000000000e+01, 1.08000000000000e+02, 9.00000000000000e+01, 1.20610049412099e-13]
	RefineElem[5: 2.49000000000000e+02, 9.30000000000000e+01, 9.10000000000000e+01, 1.55000000000000e+02, 6.96991539649548e-14]
	RefineElem[5: 3.93000000000000e+02, 1.62000000000000e+02, 1.64000000000000e+02, 2.27000000000000e+02, 6.94215717184961e-14]
	RefineElem[5: 3.83000000000000e+02, 2.19000000000000e+02, 1.64000000000000e+02, 1.68000000000000e+02, 1.10558134284168e-14]
	RefineElem[5: 3.99000000000000e+02, 2.32000000000000e+02, 2.33000000000000e+02, 1.62000000000000e+02, 1.08607124796017e-14]
	RefineElem[5: 2.55000000000000e+02, 1.60000000000000e+02, 1.61000000000000e+02, 9.30000000000000e+01, 1.08456452204879e-14]
	RefineElem[5: 2.39000000000000e+02, 1.47000000000000e+02, 9.10000000000000e+01, 9.70000000000000e+01, 1.01736781440281e-14]
	RefineElem[5: 2.19000000000000e+02, 1.30000000000000e+02, 1.31000000000000e+02, 9.40000000000000e+01, 9.37489847598538e-15]
	RefineElem[5: 3.63000000000000e+02, 2.02000000000000e+02, 2.03000000000000e+02, 1.67000000000000e+02, 9.27384776107322e-15]
	RefineElem[5: 3.47000000000000e+02, 1.88000000000000e+02, 1.69000000000000e+02, 1.65000000000000e+02, 6.07325168707108e-15]
	RefineElem[5: 2.03000000000000e+02, 1.16000000000000e+02, 9.60000000000000e+01, 9.00000000000000e+01, 4.85511966617245e-15]
	RefineElem[5: 3.19000000000000e+02, 1.62000000000000e+02, 1.63000000000000e+02, 1.64000000000000e+02, 4.51351394300176e-15]
	RefineElem[5: 3.26000000000000e+02, 1.68000000000000e+02, 1.65000000000000e+02, 1.69000000000000e+02, 4.51160430093407e-15]
	RefineElem[5: 1.76000000000000e+02, 9.20000000000000e+01, 9.10000000000000e+01, 9.30000000000000e+01, 4.47159982525024e-15]
	RefineElem[5: 1.81000000000000e+02, 9.60000000000000e+01, 9.70000000000000e+01, 9.00000000000000e+01, 4.46970161365312e-15]
	RefineElem[5: 1.79000000000000e+02, 9.40000000000000e+01, 9.50000000000000e+01, 9.60000000000000e+01, 2.98939198734366e-15]
	RefineElem[5: 1.82000000000000e+02, 9.00000000000000e+01, 9.70000000000000e+01, 9.10000000000000e+01, 2.98780556712302e-15]
	RefineElem[5: 3.24000000000000e+02, 1.66000000000000e+02, 1.69000000000000e+02, 1.67000000000000e+02, 2.94998771381258e-15]
	RefineElem[5: 3.25000000000000e+02, 1.64000000000000e+02, 1.65000000000000e+02, 1.68000000000000e+02, 2.94841307634312e-15]
	RefineElem[5: 3.69000000000000e+02, 2.07000000000000e+02, 2.08000000000000e+02, 1.66000000000000e+02, 2.36067560225115e-15]
	RefineElem[5: 2.25000000000000e+02, 1.35000000000000e+02, 1.36000000000000e+02, 9.50000000000000e+01, 2.34998453324556e-15]
	RefineElem[5: 3.97000000000000e+02, 1.62000000000000e+02, 2.30000000000000e+02, 2.31000000000000e+02, 2.12755958668315e-15]
	RefineElem[5: 2.53000000000000e+02, 9.30000000000000e+01, 1.58000000000000e+02, 1.59000000000000e+02, 2.11810701637640e-15]
	RefineElem[5: 1.89000000000000e+02, 1.04000000000000e+02, 1.05000000000000e+02, 9.20000000000000e+01, 2.01654482306648e-15]
	RefineElem[5: 3.33000000000000e+02, 1.76000000000000e+02, 1.77000000000000e+02, 1.63000000000000e+02, 1.99485535366799e-15]
	RefineElem[5: 3.78000000000000e+02, 1.68000000000000e+02, 2.14000000000000e+02, 2.15000000000000e+02, 1.89717178637865e-15]
	RefineElem[5: 2.34000000000000e+02, 9.70000000000000e+01, 1.42000000000000e+02, 1.43000000000000e+02, 1.88617823942508e-15]
	RefineElem[5: 3.87000000000000e+02, 2.22000000000000e+02, 2.23000000000000e+02, 1.64000000000000e+02, 1.82810786195395e-15]
	RefineElem[5: 2.43000000000000e+02, 1.50000000000000e+02, 1.51000000000000e+02, 9.10000000000000e+01, 1.81580146058962e-15]
	RefineElem[5: 2.17000000000000e+02, 9.40000000000000e+01, 1.28000000000000e+02, 1.29000000000000e+02, 1.80501114661647e-15]
	RefineElem[5: 3.61000000000000e+02, 1.67000000000000e+02, 2.00000000000000e+02, 2.01000000000000e+02, 1.78684821470390e-15]
	RefineElem[5: 3.89000000000000e+02, 1.64000000000000e+02, 2.23000000000000e+02, 2.24000000000000e+02, 1.62930364464095e-15]
	RefineElem[5: 2.07000000000000e+02, 1.19000000000000e+02, 1.20000000000000e+02, 9.60000000000000e+01, 1.62251273685563e-15]
	RefineElem[5: 2.45000000000000e+02, 9.10000000000000e+01, 1.51000000000000e+02, 1.52000000000000e+02, 1.62167446102084e-15]
	RefineElem[5: 3.51000000000000e+02, 1.91000000000000e+02, 1.92000000000000e+02, 1.69000000000000e+02, 1.59741078563491e-15]
	RefineElem[5: 1.98000000000000e+02, 9.00000000000000e+01, 1.11000000000000e+02, 1.12000000000000e+02, 1.59218444535239e-15]
	RefineElem[5: 3.42000000000000e+02, 1.65000000000000e+02, 1.83000000000000e+02, 1.84000000000000e+02, 1.57680103402387e-15]
	RefineElem[5: 3.79000000000000e+02, 2.16000000000000e+02, 1.68000000000000e+02, 2.15000000000000e+02, 1.56790493558629e-15]
	RefineElem[5: 2.35000000000000e+02, 1.44000000000000e+02, 9.70000000000000e+01, 1.43000000000000e+02, 1.55644544066056e-15]
	RefineElem[5: 3.68000000000000e+02, 2.07000000000000e+02, 1.66000000000000e+02, 2.06000000000000e+02, 1.48241134232277e-15]
	RefineElem[5: 2.24000000000000e+02, 1.35000000000000e+02, 9.50000000000000e+01, 1.34000000000000e+02, 1.47291869547870e-15]
	RefineElem[5: 1.99000000000000e+02, 1.13000000000000e+02, 9.00000000000000e+01, 1.12000000000000e+02, 1.44769560848747e-15]
	RefineElem[5: 3.43000000000000e+02, 1.85000000000000e+02, 1.65000000000000e+02, 1.84000000000000e+02, 1.41947556721050e-15]
	RefineElem[5: 2.09000000000000e+02, 9.60000000000000e+01, 1.20000000000000e+02, 1.22000000000000e+02, 1.41901743165747e-15]
	RefineElem[5: 3.53000000000000e+02, 1.69000000000000e+02, 1.92000000000000e+02, 1.94000000000000e+02, 1.39755382393606e-15]
	RefineElem[5: 1.88000000000000e+02, 1.04000000000000e+02, 9.20000000000000e+01, 1.03000000000000e+02, 1.29867909870328e-15]
	RefineElem[5: 3.32000000000000e+02, 1.76000000000000e+02, 1.63000000000000e+02, 1.75000000000000e+02, 1.27653654382962e-15]
	RefineElem[5: 3.96000000000000e+02, 2.29000000000000e+02, 2.30000000000000e+02, 1.62000000000000e+02, 1.11309361628775e-15]
	RefineElem[5: 2.52000000000000e+02, 1.57000000000000e+02, 1.58000000000000e+02, 9.30000000000000e+01, 1.10674906367721e-15]
	RefineElem[5: 3.98000000000000e+02, 2.32000000000000e+02, 1.62000000000000e+02, 2.31000000000000e+02, 1.05545172340640e-15]
	RefineElem[5: 2.54000000000000e+02, 1.60000000000000e+02, 9.30000000000000e+01, 1.59000000000000e+02, 1.04574456519744e-15]
	RefineElem[5: 3.70000000000000e+02, 1.66000000000000e+02, 2.08000000000000e+02, 2.09000000000000e+02, 1.03061196062485e-15]
	RefineElem[5: 2.26000000000000e+02, 9.50000000000000e+01, 1.36000000000000e+02, 1.37000000000000e+02, 1.02483698805063e-15]
$end 'RefineElems'
