UseElemMap=true TriSplit=false TriInMesh=462 TotalEnergy=1.20829132930589e-02
$begin 'RefinePoints'
$end 'RefinePoints'
$begin 'RefineElems'
	RefineElem[5: 2.44000000000000e+02, 1.00000000000000e+02, 9.30000000000000e+01, 9.80000000000000e+01, 1.01528000563622e-11]
	RefineElem[5: 3.88000000000000e+02, 1.72000000000000e+02, 1.62000000000000e+02, 1.70000000000000e+02, 1.01495608121938e-11]
	RefineElem[5: 3.52000000000000e+02, 1.73000000000000e+02, 1.67000000000000e+02, 1.93000000000000e+02, 1.01264873676015e-11]
	RefineElem[5: 2.08000000000000e+02, 1.01000000000000e+02, 9.40000000000000e+01, 1.21000000000000e+02, 1.01238966798903e-11]
	RefineElem[5: 2.28000000000000e+02, 1.38000000000000e+02, 1.39000000000000e+02, 9.50000000000000e+01, 9.83134501240383e-12]
	RefineElem[5: 3.72000000000000e+02, 2.10000000000000e+02, 2.11000000000000e+02, 1.66000000000000e+02, 9.82845815088936e-12]
	RefineElem[5: 2.50000000000000e+02, 9.30000000000000e+01, 1.55000000000000e+02, 1.56000000000000e+02, 9.79768480282091e-12]
	RefineElem[5: 3.94000000000000e+02, 1.62000000000000e+02, 2.27000000000000e+02, 2.28000000000000e+02, 9.79462903318943e-12]
	RefineElem[5: 3.36000000000000e+02, 1.79000000000000e+02, 1.80000000000000e+02, 1.63000000000000e+02, 9.78842748915755e-12]
	RefineElem[5: 1.92000000000000e+02, 1.07000000000000e+02, 1.08000000000000e+02, 9.20000000000000e+01, 9.78602301865157e-12]
	RefineElem[5: 2.30000000000000e+02, 9.70000000000000e+01, 1.39000000000000e+02, 1.40000000000000e+02, 9.77505789610345e-12]
	RefineElem[5: 3.74000000000000e+02, 1.68000000000000e+02, 2.11000000000000e+02, 2.12000000000000e+02, 9.77221771449180e-12]
	RefineElem[5: 3.58000000000000e+02, 1.67000000000000e+02, 1.97000000000000e+02, 1.98000000000000e+02, 9.76830776677483e-12]
	RefineElem[5: 2.14000000000000e+02, 9.40000000000000e+01, 1.25000000000000e+02, 1.26000000000000e+02, 9.76535080833536e-12]
	RefineElem[5: 3.38000000000000e+02, 1.65000000000000e+02, 1.80000000000000e+02, 1.81000000000000e+02, 9.74729341226659e-12]
	RefineElem[5: 1.94000000000000e+02, 9.00000000000000e+01, 1.08000000000000e+02, 1.09000000000000e+02, 9.74487432918039e-12]
	RefineElem[5: 2.48000000000000e+02, 9.10000000000000e+01, 1.54000000000000e+02, 1.55000000000000e+02, 9.73478346653671e-12]
	RefineElem[5: 3.92000000000000e+02, 1.64000000000000e+02, 2.26000000000000e+02, 2.27000000000000e+02, 9.73176971310269e-12]
	RefineElem[5: 2.21000000000000e+02, 1.32000000000000e+02, 9.50000000000000e+01, 1.00000000000000e+02, 9.71926644088181e-12]
	RefineElem[5: 3.56000000000000e+02, 1.69000000000000e+02, 1.96000000000000e+02, 1.97000000000000e+02, 9.71727323628736e-12]
