4.000000e+07	2.964467e-14
8.000000e+07	2.939238e-14
1.200000e+08	2.924480e-14
1.600000e+08	2.914009e-14
2.000000e+08	2.905888e-14
2.400000e+08	2.899253e-14
2.800000e+08	2.893643e-14
3.200000e+08	2.888784e-14
3.600000e+08	2.884498e-14
4.000000e+08	2.880665e-14
4.400000e+08	2.877198e-14
4.800000e+08	2.874032e-14
5.200000e+08	2.871121e-14
5.600000e+08	2.868426e-14
6.000000e+08	2.865917e-14
6.400000e+08	2.863571e-14
6.800000e+08	2.861367e-14
7.200000e+08	2.859290e-14
7.600000e+08	2.857325e-14
8.000000e+08	2.855461e-14
8.400000e+08	2.853689e-14
8.800000e+08	2.851999e-14
9.200000e+08	2.850385e-14
9.600000e+08	2.848840e-14
1.000000e+09	2.847359e-14
1.040000e+09	2.845935e-14
1.080000e+09	2.844566e-14
1.120000e+09	2.843247e-14
1.160000e+09	2.841975e-14
1.200000e+09	2.840746e-14
1.240000e+09	2.839558e-14
1.280000e+09	2.838407e-14
1.320000e+09	2.837293e-14
1.360000e+09	2.836212e-14
1.400000e+09	2.835163e-14
1.440000e+09	2.834143e-14
1.480000e+09	2.833152e-14
1.520000e+09	2.832188e-14
1.560000e+09	2.831249e-14
1.600000e+09	2.830334e-14
1.640000e+09	2.829442e-14
1.680000e+09	2.828572e-14
1.720000e+09	2.827723e-14
1.760000e+09	2.826893e-14
1.800000e+09	2.826083e-14
1.840000e+09	2.825291e-14
1.880000e+09	2.824516e-14
1.920000e+09	2.823757e-14
1.960000e+09	2.823015e-14
2.000000e+09	2.822288e-14
2.040000e+09	2.821576e-14
2.080000e+09	2.820878e-14
2.120000e+09	2.820193e-14
2.160000e+09	2.819522e-14
2.200000e+09	2.818863e-14
2.240000e+09	2.818217e-14
2.280000e+09	2.817582e-14
2.320000e+09	2.816959e-14
2.360000e+09	2.816346e-14
2.400000e+09	2.815744e-14
2.440000e+09	2.815153e-14
2.480000e+09	2.814571e-14
2.520000e+09	2.813999e-14
2.560000e+09	2.813437e-14
2.600000e+09	2.812883e-14
2.640000e+09	2.812339e-14
2.680000e+09	2.811802e-14
2.720000e+09	2.811274e-14
2.760000e+09	2.810755e-14
2.800000e+09	2.810242e-14
2.840000e+09	2.809738e-14
2.880000e+09	2.809241e-14
2.920000e+09	2.808751e-14
2.960000e+09	2.808268e-14
3.000000e+09	2.807792e-14
